Conditions;ICD-10;ICD-11
Aplasia of lacrimal and salivary glands;Q38.4;LA14.10
Congenital analbuminemia;R77.0;5D0Y
Hemolytic anemia due to adenylate kinase deficiency;D55.3;3A10.Y
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome;Q87.8;
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome;Q87.8;
Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome;Q87.8;
Atrichia with papular lesions;L65.8;EC21.2
Familial avascular necrosis of femoral head;M87.8;FB82.1
Familial avascular necrosis of femoral head;M87.8;FB82.1
Chronic neutrophilic leukemia;D47.1;2A20.1
Chronic myeloproliferative disease, unclassifiable;D47.1;2A22
Juvenile myelomonocytic leukemia;C93.3;2A42
Juvenile myelomonocytic leukemia;C93.3;2A42
Juvenile myelomonocytic leukemia;C93.3;2A42
Juvenile myelomonocytic leukemia;C93.3;2A42
Juvenile myelomonocytic leukemia;C93.3;2A42
Juvenile myelomonocytic leukemia;C93.3;2A42
Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality;D46.7;2A36
Acute myeloid leukaemia with myelodysplasia-related features;C92.8;2A60.1
Acute basophilic leukemia;C94.7;2A60.37
Acute basophilic leukemia;C94.7;2A60.37
T-cell large granular lymphocyte leukemia;C91.7;2A90.1
Subcutaneous panniculitis-like T-cell lymphoma;C86.3;2B00
Epilepsy with myoclonic absences;G40.4;8A61.23
Dermatopathia pigmentosa reticularis;Q82.4;
Hereditary palmoplantar keratoderma, Gamborg-Nielsen type;Q82.8;EC20.3
Hereditary palmoplantar keratoderma, Gamborg-Nielsen type;Q82.8;EC20.3
Mal de Meleda;Q82.8;EC20.30
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F70;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F73;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F72;LD90.Y
Autosomal recessive non-syndromic intellectual disability;F71;LD90.Y
S-adenosylhomocysteine hydrolase deficiency;E72.1;5C50.B
Familial acute necrotizing encephalopathy;G93.4;
Isolated congenital anosmia;Q07.8;CA0Y
Isolated congenital anosmia;Q07.8;CA0Y
Ichthyosis-prematurity syndrome;Q80.8;LD27.2
Posterior column ataxia-retinitis pigmentosa syndrome;G11.1;
Tritanopia;H53.5;9D44
Terminal osseous dysplasia-pigmentary defects syndrome;Q87.2;LD24.8Y
Vacuolar myopathy with sarcoplasmic reticulum protein aggregates;G71.8;8C7Y
Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome;G11.1;8A44.3
Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome;G11.1;8A44.3
Hypomyelination-hypogonadotropic hypogonadism-hypodontia syndrome;G11.1;8A44.3
Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency;E71.1;5C50.E0
Congenital insensitivity to pain-anosmia-neuropathic arthropathy;G60.8;
Congenital insensitivity to pain-anosmia-neuropathic arthropathy;G60.8;
Congenital insensitivity to pain-anosmia-neuropathic arthropathy;G60.8;
Autosomal recessive ataxia, Beauce type;G11.2;
X-linked Alport syndrome;Q87.8;LD2H.Y
Autosomal dominant Alport syndrome;Q87.8;LD2H.Y
Autosomal dominant Alport syndrome;Q87.8;LD2H.Y
Autosomal recessive Alport syndrome;Q87.8;LD2H.Y
Autosomal recessive Alport syndrome;Q87.8;LD2H.Y
Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis;Q61.2;LD2F.1Y
Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis;Q61.2;LD2F.1Y
Pseudohypoaldosteronism type 2B;I15.1;BA04.Y
Pseudohypoaldosteronism type 2C;I15.1;BA04.Y
MUC1-related autosomal dominant tubulointerstitial kidney disease;Q61.5;GB82
UMOD-related autosomal dominant tubulointerstitial kidney disease;Q61.5;GB82
Autosomal recessive generalized epidermolysis bullosa simplex;Q81.0;EC30
Autosomal recessive generalized dystrophic epidermolysis bullosa, intermediate form;Q81.2;EC32
Dystrophic epidermolysis bullosa pruriginosa;Q81.2;EC32
Lissencephaly syndrome, Norman-Roberts type;Q04.3;LD20.1
Lissencephaly syndrome, Norman-Roberts type;Q04.3;LD20.1
Lissencephaly syndrome, Norman-Roberts type;Q04.3;LD20.1
X-linked hypophosphatemia;E83.3;5C63.22
Autosomal dominant hypophosphatemic rickets;E83.3;5C63.22
Bartter syndrome type 4;E26.8;GB90.43
Bartter syndrome type 4;E26.8;GB90.43
Bartter syndrome type 4;E26.8;GB90.43
X-linked cone dysfunction syndrome with myopia;H53.8;9B70
X-linked cone dysfunction syndrome with myopia;H53.8;9B70
Parkinson-dementia complex of Guam;G12.2;6D85.Y
Parkinson-dementia complex of Guam;G12.2;6D85.Y
Primary immunodeficiency syndrome due to LAMTOR2 deficiency;;
Deafness with labyrinthine aplasia, microtia, and microdontia;Q16.5;LD2H.Y
Primary erythromelalgia;I73.8;EG00
Primary erythromelalgia;I73.8;EG00
Primary erythromelalgia;I73.8;EG00
Hemolytic anemia due to glutathione reductase deficiency;D55.1;3A10.0Y
Non-spherocytic hemolytic anemia due to hexokinase deficiency;D55.2;3A10.Y
Hemoglobin D disease;D58.2;3A51.6
Primary familial polycythemia;D75.0;3A80.0
Familial pseudohyperkalemia;D58.8;3A10.3
Hereditary folate malabsorption;D52.8;5C63.1
Retinopathy of prematurity;H35.1;9B71.3
Retinopathy of prematurity;H35.1;9B71.3
Retinopathy of prematurity;H35.1;9B71.3
Hereditary motor and sensory neuropathy, Okinawa type;G60.0;8C20.Y
Severe early-onset axonal neuropathy due to MFN2 deficiency;G60.0;
Hereditary motor and sensory neuropathy type 6;G60.0;8C20.1
Hereditary motor and sensory neuropathy type 6;G60.0;8C20.1
Mandibuloacral dysplasia with type A lipodystrophy;Q87.5;LD27.6Z
Mandibuloacral dysplasia with type A lipodystrophy;Q87.5;LD27.6Z
Mandibuloacral dysplasia with type B lipodystrophy;Q87.5;LD27.6Z
Meige disease;Q82.0;BD93.0
Parkes Weber syndrome;Q87.2;LD26.60
Klippel-Trénaunay syndrome;Q87.2;LD26.60
Cockayne syndrome type 1;Q87.8;LD2B
Cockayne syndrome type 1;Q87.8;LD2B
Cockayne syndrome type 1;Q87.8;LD2B
Cockayne syndrome type 2;Q87.8;LD2B
Cockayne syndrome type 2;Q87.8;LD2B
Cockayne syndrome type 2;Q87.8;LD2B
Cockayne syndrome type 3;Q87.8;LD2B
Cockayne syndrome type 3;Q87.8;LD2B
Blau syndrome;D89.8;4A60.Y
Xeroderma pigmentosum variant;Q82.1;LD27.Y
Autosomal dominant cutis laxa;Q82.8;LD28.2
Autosomal dominant cutis laxa;Q82.8;LD28.2
Autosomal dominant cutis laxa;Q82.8;LD28.2
Autosomal recessive cutis laxa type 1;Q82.8;LD28.2
Autosomal recessive cutis laxa type 1;Q82.8;LD28.2
Autosomal recessive cutis laxa type 1;Q82.8;LD28.2
Brittle cornea syndrome;Q79.6;LD28.1Y
Brittle cornea syndrome;Q79.6;LD28.1Y
Hypotrichosis simplex of the scalp;L65.8;EC21.2
Hypotrichosis simplex of the scalp;L65.8;EC21.2
Telangiectasia macularis eruptiva perstans;Q82.2;2A21.1Y
X-linked non-syndromic sensorineural deafness type DFN;;
X-linked non-syndromic sensorineural deafness type DFN;;
X-linked non-syndromic sensorineural deafness type DFN;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal dominant non-syndromic sensorineural deafness type DFNA;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Autosomal recessive non-syndromic sensorineural deafness type DFNB;;
Mitochondrial non-syndromic sensorineural deafness;;
Mitochondrial non-syndromic sensorineural deafness;;
Mitochondrial non-syndromic sensorineural deafness;;
Mitochondrial non-syndromic sensorineural deafness;;
Mitochondrial non-syndromic sensorineural deafness;;
Mitochondrial non-syndromic sensorineural deafness;;
Jervell and Lange-Nielsen syndrome;I45.8;BC65.0
